finding_id,section_ref,scope_eir,requirement_family,control_ref,control_title,rating,assessment_method,finding_summary,source_ref,source_page_start,source_page_end,source_confidence,human_validated,reviewer,reviewed_at,direct_action_ids,family_action_ids,mapping_status,notes
F-0044,7.1.44,Szervezet,12,12.17,A fizikai hozzáférések felügyelete,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet nem végzi rendszeresen a fizikai hozzáférések felülvizsgálatát, az eseménynaplók elemzése elmarad, vagy az eseménykezelésbe való visszacsatolás nem működik. Ezáltal a biztonsági események időben történő észlelése és kezelése nem garantált.",SRC-008,71,72,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0045,7.1.45,Szervezet,12,12.22,Látogatói hozzáférési naplók,Kiemelt mértékű eltérés,Dokumentum,"A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,72,73,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0046,7.1.46,Szervezet,12,12.31,Vészvilágítás,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,73,73,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0047,7.1.47,Szervezet,12,12.33,Tűzvédelem,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,73,74,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0048,7.1.48,Szervezet,12,12.37,Környezeti védelmi intézkedések,Kis mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezet nem határozta meg megfelelően a környezeti szabályozási szintek ellenőrzésének gyakoriságát és elfogadható szinteket a biztonsági szempontok szerint. Hiányzik a dokumentáció, amely igazolná a környezeti értékek elfogadható szintjeinek meghatáro zását az EIR -t tartalmazó létesítményen belül. Nem megfelelő a környezeti monitoring gyakorisága, ami növeli a szabályozási megfelelőség kockázatát.",SRC-008,74,75,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0049,7.1.49,Szervezet,12,12.40,"Víz-, és más, csővezetéken szállított anyag okozta kár elleni védelem",Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,75,75,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0050,7.1.50,Szervezet,12,12.42,Be- és kiszállítás,Kiemelt mértékű eltérés,Dokumentum,"A be- és kiszállításokat a szervezet nem minden esetben engedélyezi, illetve a nyilvántartások hiányosak vagy nem naprakészek. Ezáltal az eszközmozgások nem követhetők, ami kockázatot jelenthet az EIR integritására és fizikai biztonságára.",SRC-008,75,76,machine_unvalidated,no,,,A-020,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0051,7.1.51,Szervezet,13,13.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A biztonságtervezési szabályzat nem került megfelelően ismertetésre az érintett személyekkel vagy szerepkörökkel. Hiányzik a dokumentáció, amely igazolná a szabályzat céljának és hatályának meghatározását. A szervezet nem végzi el megfelelően a biztonságte rvezési szabályzat felülvizsgálatát és frissítését. Események után sem történik meg a szabályzat aktualizálása, nincs nyoma a módosításnak és a biztonsági környezet változásaihoz való igazítást sem teljesítik megfelelően.",SRC-008,76,79,machine_unvalidated,no,,,A-040,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0052,7.1.52,Szervezet,13,13.3,Viselkedési szabályok,Kiemelt mértékű eltérés,Dokumentum,"A viselkedési szabályok hiányosak, elavultak vagy nem minden érintett számára elérhetők. A nyilatkoztatás rendszertelen, és a frissítések során nem biztosított az új szabályok megismertetése. Ezáltal az EIR-hez való hozzáférés kontrollja nem teljes körű, és a felhasználói felelősségvállalás nem igazolható.",SRC-008,79,80,machine_unvalidated,no,,,A-040,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0053,7.1.53,Szervezet,13,13.4,"Viselkedési szabályok – Közösségi média és külső webhelyek,",Kiemelt mértékű eltérés,Dokumentum,"A szervezetnél a közösségi média és külső alkalmazások használatára vonatkozó szabályok nem kerültek beépítésre a viselkedési szabályzatba, vagy a munkavállalók nem ismerik azokat. Ez növeli az információk jogosulatlan megosztásának és az adatszivárgásnak a kockázatát.",SRC-008,80,81,machine_unvalidated,no,,,A-040,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0054,7.1.54,Szervezet,14,14.1,Szabályzat és eljárásrendek,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A személyi biztonsági szabályzatot nem ismertették meg megfelelően a meghatározott érintettekkel és felelős személy nincs kijelölve az irányításra . Rendszeres felülvizsgálat hiányzik, ami növeli az elavult információk kockázatát és a megfelelési követelményekhez képest. A szabályzat hatálya világosan meghatározott és dokumentált, de a gyakorlatban nincs megfelelő betartatás vagy ellenőrzés a biztonsági szempontok szerint. Hiányzik a vezetői elkötelezettség.",SRC-008,81,83,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0055,7.1.55,Szervezet,14,14.2,Munkakörök biztonsági szempontú besorolása,Kis mértékű eltérés,"Dokumentum, Teszt","A szervezet nem sorolta be megfelelően az általa nyilvántartott munkaköröket azok kockázatai alapján, ami növeli a kockázatos pozíciókhoz kapcsolódó megfelelési problémák kialakulását. Hiányzik a dokumentáció, amely igazolná a munkakörök kockázati besorolásának meghatározott gyakoriság szerinti felülvizsgálatát. A szabályzat frissítését nem végzik el rendszeresen, ami növeli az elavult besorolás kockázatát.",SRC-008,83,84,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0056,7.1.56,Szervezet,14,14.3,Személyek háttérellenőrzése,Kiemelt mértékű eltérés,Dokumentum,"A szervezet nem rendelkezik egységes vagy dokumentált háttérellenőrzési folyamattal, az ismételt ellenőrzések rendszertelenek, illetve a munkakör- vagy jogosultságváltozások nem minden esetben váltanak ki új ellenőrzést. Ez csökkenti a személyi biztonsági kontrollok hatékonyságát.",SRC-008,84,85,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0057,7.1.57,Szervezet,14,14.5,Személyek munkaviszonyának megszűnése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet nem minden esetben tiltja le időben a hozzáféréseket vagy vonja vissza az azonosító eszközöket. A kilépési folyamat formális, de nem tartalmaz biztonsági fókuszú lépéseket, ami a megszűnt munkaviszonyú személyekhez köthető kockázatokat növeli.",SRC-008,85,85,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0058,7.1.58,Szervezet,14,14.8,"Az áthelyezések, átirányítások és kirendelések kezelése",Kis mértékű eltérés,Dokumentum,"A szervezet nem definiálta megfelelően, hogy mennyi időn belül kell az áthelyezéshez vagy átirányításhoz kapcsolódó intézkedéseket végrehajtani a biztonsági szempontok szerint. Nem minden áthelyezés esetén módosítja megfelelően az egyén jogosultságai. Hiá nyzik a dokumentáció, amely igazolná az érintett személy logikai és fizikai hozzáférési jogosultságainak felülvizsgálatát minden áthelyezés vagy átirányítás esetén.",SRC-008,85,87,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0059,7.1.59,Szervezet,14,14.9,Hozzáférési megállapodások,Kiemelt mértékű eltérés,Dokumentum,"A szervezet rendelkezik hozzáférési szabályokkal, de azok nem naprakészek, vagy a felhasználók nem nyilatkoznak azok megismeréséről. A felülvizsgálatok rendszertelenek, ami a hozzáférés - biztonságot jelentősen gyengíti.",SRC-008,87,88,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0060,7.1.60,Szervezet,14,14.11,Külső személyekhez kapcsolódó biztonsági követelmények,Kis mértékű eltérés,Dokumentum,"A szervezet nem írta elő a külső szolgáltatók számára az értesítési kötelezettséget, így a jogosultságok visszavonása elhúzódhat áthelyezéskor és kilépés esetén. Hiányzik a dokumentum, amely igazolná a személyi biztonsági követelményeket rögzítését és a kü lső szolgáltatók kötelezettségeit a megállapodásokban. Nem biztosított a rendszeres ellenőrzés arról, hogy a külső szolgáltató megfelel -e a személyi biztonsági követelményeknek.",SRC-008,88,89,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0061,7.1.61,Szervezet,14,14.12,Fegyelmi intézkedések,Kiemelt mértékű eltérés,Dokumentum,"A szervezet nem rendelkezik részletesen dokumentált fegyelmi eljárásrenddel, vagy annak alkalmazása rendszertelen. Az információbiztonsági szabályszegések következményei nem egyértelműek, az érintett szerepkörök értesítése pedig elmaradhat. Ez gyengíti a b iztonsági szabályok betartatásának hatékonyságát.",SRC-008,89,90,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0062,7.1.62,Szervezet,14,14.13,Munkaköri leírások,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A munkaköri leírások nem tartalmazzák konzisztensen a biztonsági szerepköröket és felelősségeket, vagy ezek nincsenek összhangban a szervezet biztonsági szabályzataival. Ez bizonytalanságot okozhat a felelősségi körökben és csökkenti az elszámoltathatóságot.",SRC-008,90,90,machine_unvalidated,no,,,A-038,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0063,7.1.63,Szervezet,15,15.1,Szabályzat és eljárásrendek,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A szabályzat felülvizsgálata nem történik meg megfelelően az előírt gyakorisággal, ami növeli az elavult információk kockázatát. Események után nem történik meg megfelelően a szabályzat aktualizálása és nincs nyoma a módosításnak. A dokumentált eseményeket követően nem kerül sor megfelelően az eljárások felülvizsgálatára és aktualizálására, ezáltal potenciális kockázatok maradhatnak kezeletlenül.",SRC-008,90,92,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0064,7.1.64,Szervezet,15,15.2,Biztonsági osztályba sorolás,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet nem minden EIR esetében végzi el a biztonsági osztályba sorolást, vagy a döntésekhez nem készül alátámasztó indoklás. A jóváhagyási folyamat nem egységes, így a biztonsági szint meghatározása nem megbízható.",SRC-008,92,93,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0065,7.1.65,Szervezet,15,15.4,Kockázatelemzés,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","A szervezet nem ismertette meg megfelelően a releváns szerepkörökkel vagy személyekkel a kockázatelemzés eredményeit, ami növeli a megfelelési kockázatot a biztonsági célokhoz képest. A szervezet nem végzi el rendszeresen és az EIR biztonsági állapotát éri ntő változások bekövetkeztekor sem frissítést a kockázatelemzés, ami növeli a felelősségvállalási kockázatot. Hiányzik a dokumentáció, amely igazolná a kockázatelemzési eredmények felülvizsgálatát és frissítését a megfelelő gyakorisággal.",SRC-008,93,95,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0066,7.1.66,Szervezet,15,15.5,Kockázatelemzés – Ellátási lánc,Kis mértékű eltérés,Dokumentum,"A szervezet nem határozta meg megfelelően, hogy mely EIR -ekre, rendszerelemekre és rendszerszolgáltatásokra kell az ellátási lánc kockázatértékelést elvégezni. Nem frissíti megfelelően meghatározott gyakorisággal az ellátási lánc kockázatelemzését, sem az EIR környezetében bekövetkező változások esetén. Hiányzik a dokumentum, amely igazolná az ellátási lánc kockázatainak felmérését a meghatározott rendszerekre, rendszerelemekre és rendszerszolgáltatásokra vonatkozóan.",SRC-008,95,96,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0067,7.1.67,Szervezet,16,16.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A költségvetési dokumentáció nem tartalmaz külön tételt az információbiztonságra, így annak finanszírozása nem tervezetten vagy nem megfelelően biztosított. Hiányzik a dokumentáció, amely igazolná a beruházási tervek tartalmazó információbiztonsági követe lményeket az üzleti folyamatok tervezése során, ami növeli a kockázatot.",SRC-008,96,98,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0068,7.1.68,Szervezet,16,16.2,Erőforrások rendelkezésre állása,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A szervezet nem kezeli önálló tételként az EIR -ek biztonságát a beruházási tervekben, vagy az erőforrásigények nem kerülnek beépítésre a tervezési folyamatba. A biztonsági követelmények figyelmen kívül hagyása gyengíti a hosszú távú védelmi intézkedések fenntarthatóságát.",SRC-008,98,99,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0069,7.1.69,Szervezet,16,16.3,A rendszer fejlesztési életciklusa,Kiemelt mértékű eltérés,Dokumentum,"A fejlesztési életciklus során az információbiztonsági feladatok és felelősségek nincsenek egyértelműen rögzítve, a kockázatmenedzsment nem integrált a fejlesztési folyamatba. A biztonsági kontrollok csak részlegesen érvényesülnek, ami gyengíti a rendszer védelmi szintjét.",SRC-008,99,100,machine_unvalidated,no,,,A-029;A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0070,7.1.70,Szervezet,16,16.16,Biztonságtervezési elvek,Kiemelt mértékű eltérés,Dokumentum,"A szervezet nem rendelkezik egységesen alkalmazott biztonságtervezési elvekkel, vagy azok a fejlesztési, tervezési és módosítási folyamatokban nem jelennek meg. Ez az EIR -ek és rendszerelemek biztonsági szintjének kiszámíthatatlanságához vezethet.",SRC-008,100,100,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0071,7.1.71,Szervezet,16,16.49,Külső elektronikus információs rendszerek szolgáltatásai,Kiemelt mértékű eltérés,Dokumentum,"A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,100,101,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0072,7.1.72,Szervezet,19,19.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","Az ellátási láncra vonatkozó kockázatmenedzsment szabályzatot nem ismertette meg megfelelően, ami növeli a megfelelési kockázatot. Nem történt felelős személy kijelölése az ellátási láncra vonatkozó kockázatmenedzsment szabályzat és eljárások irányításárat. A szervezet nem végzi el megfelelően az ellátási láncra vonatkozó kockázatmenedzsment szabályzat felülvizsgálatát és frissítését.",SRC-008,101,104,machine_unvalidated,no,,,A-021,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0073,7.1.73,Szervezet,19,19.2,Ellátási láncra vonatkozó kockázatmenedzsment szabályzat,Elhanyagolható mértékű eltérés,Dokumentum,"Az ellátási láncra vonatkozó kockázatmenedzsment szabályzata nem tér ki megfelelően kutatással fejlesztéssel és tervezéssel kapcsolatos kockázatokra. A szervezet ellátási láncra vonatkozó kockázatmenedzsment szabályzata nem tér ki megfelelően a rendszerek és rendszerelemek fejlesztésével kapcsolatos kockázatokra sem, ami növeli a megfelelési kockázatot.",SRC-008,104,106,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0074,7.1.74,Szervezet,19,19.4,Ellátási láncra vonatkozó követelmények és folyamatok,Kis mértékű eltérés,Dokumentum,"A szervezet nem határozta meg megfelelően azokat a kontrollokat, amik a rendszert, rendszerelemet vagy rendszerszolgáltatást érintő ellátási láncbeli kockázatok elleni védelmet biztosítanak. Nem dokumentálták megfelelően a bevezetett és végrehajtott ellátá si lánc folyamatokat és kontrollokat, ami növeli a megfelelési kockázatot. Hiányzik a dokumentum, amely igazolná az EIR -ek gyengeségeinek és hiányosságainak azonosítására szolgáló folyamatot.",SRC-008,106,108,machine_unvalidated,no,,,A-021,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0075,7.1.75,Szervezet,19,19.7,Ellátási lánc ellenőrzések és folyamatok – Alvállalkozók,Kiemelt mértékű eltérés,Dokumentum,"Az alvállalkozói szerződések nem minden esetben tartalmazzák a fővállalkozói szinten előírt információbiztonsági követelményeket, és a szervezet nem rendelkezik egységes ellenőrzési folyamattal ezek érvényesítésére. Ez az ellátási lánc kontrolljának gyengüléséhez vezethet.",SRC-008,108,108,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0076,7.1.76,Szervezet,19,19.13,"Beszerzési stratégiák, eszközök és módszerek",Kiemelt mértékű eltérés,Dokumentum,"A beszerzési folyamatokból hiányoznak az ellátási láncból eredő kockázatok kezelésére szolgáló stratégiák vagy szerződéses eszközök. A biztonsági szempontok csak eseti jelleggel jelennek meg, ami csökkenti a beszerzési döntések megbízhatóságát és biztonságát.",SRC-008,108,109,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0077,7.1.77,Szervezet,19,19.19,Értesítési megállapodások,Kis mértékű eltérés,Dokumentum,"Hiányzik a dokumentum, amely igazolná az információk megosztását a rendszerbeszállítókkal vagy alvállalkozókkal a vonatkozó események esetén. Ez a hiányosság növeli a megfelelési kockázatot az ellátási lánc biztonságos működésének biztosításához képest és az incidentek időben történő kezeléséhez.",SRC-008,109,109,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0078,7.1.78,Szervezet,19,19.22,Rendszerek vagy rendszerelemek vizsgálata,Elhanyagolható mértékű eltérés,Dokumentum,"A vizsgálatok elvégzése és dokumentálása megtörténik, de az ütemezés vagy az eredmények rögzítése nem minden esetben következetes. Az eltérés nem befolyásolja jelentősen az EIR -ek biztonságát vagy a hamisítás észlelésének hatékonyságát.",SRC-008,109,110,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0079,7.1.79,Szervezet,19,19.23,Rendszerelem hitelessége,Kiemelt mértékű eltérés,Dokumentum,"A szervezetnél a hamisítás elleni intézkedések nem teljes körűek, a hamisított rendszerelemek felismerésére vagy jelentésére nincs megfelelő eljárásrend. Ennek következtében fennáll a nem hiteles elemek EIR-be kerülésének kockázata, így az intézkedés fő céljai nem teljesülnek.",SRC-008,110,111,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0080,7.1.80,Szervezet,19,19.24,Rendszerelem hitelessége – Hamisítás elleni képzés,Kis mértékű eltérés,Dokumentum,"A szervezet nem tartotta megfelelően meg a képzést a hamisított rendszerelemek felismerésére a meghatározott személyek vagy szerepkörök számár. Hiányzik a dokumentum, amely igazolná a hamisítás elleni képzés elvégzését és a biztonsági célokhoz képest megfelelőségét.",SRC-008,111,112,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0081,7.1.81,Szervezet,19,19.25,Rendszerelem hitelessége – Konfigurációfelügyelet,Kiemelt mértékű eltérés,Dokumentum,"A konfigurációfelügyelet nem terjed ki minden szervizelt vagy javított rendszerelemre, illetve a visszaállítás előtti ellenőrzési folyamat hiányos. Ez növeli a nem hiteles vagy nem megfelelően konfigurált elemek újbóli üzembe helyezésének kockázatát, így az elvárt biztonsági célok nem teljesülnek.",SRC-008,112,112,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0082,7.1.82,Szervezet,19,19.27,"Rendszerelem selejtezése, megsemmisítése",Kiemelt mértékű eltérés,Dokumentum,"A selejtezési eljárások részben hiányosak vagy nem terjednek ki minden releváns adat - és eszközkategóriára; a megsemmisítés előtti és utáni ellenőrzések, valamint a bizonyítékok rögzítése hiányos. Ennek következtében nem zárható ki a selejtezett elemekből visszanyerhető információk fennmaradása, így az elvárt biztonsági célok nem teljesülnek.",SRC-008,112,113,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0083,7.2.1,Vezetéstámogató,2,2.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet részben biztosítja a hozzáférési szabályzatok kidolgozását, de hiányosságok vannak a kihirdetés terén. Több esetben nem történt meg a szükséges felülvizsgálat a meghatározott gyakorisággal vagy események után. A szabályzat összhangja a jogsza bályokkal bizonyos pontokon hiányos, ami kockázatot hordoz. Ez a terület alapszinten működik.",SRC-008,113,116,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0084,7.2.2,Vezetéstámogató,2,2.2,Fiókkezelés,Kis mértékű eltérés,"Dokumentum, Teszt","A felhasználói fiókok kezelésére vonatkozó irányelvek léteznek, de a gyakorlatban nem teljesülnek. A minimális jogosultság elvének érvényesítése bizonyos esetekben elmarad a szabályzatban rögzítettekkel. Az automatikus nyomon követés hiányos.",SRC-008,116,118,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0085,7.2.3,Vezetéstámogató,2,2.15,Hozzáférési szabályok érvényesítése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR nem biztosítja következetesen a jóváhagyott jogosultságok érvényesülését. Hiányozhatnak a hozzáférési szabályzatokkal való összhangot igazoló ellenőrzések, illetve a jogosultságok kiosztása részben automatizmus vagy manuális gyakorlat alapján történik formális kontroll nélkül. Ez az eltérés már a hozzáférés-kezelési célok lényegét érinti.",SRC-008,118,119,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0086,7.2.4,Vezetéstámogató,2,2.71,Sikertelen bejelentkezési kísérletek,Kis mértékű eltérés,"Dokumentum, Teszt","A sikertelen bejelentkezések során, a felhasználó nem kerül korlátozásra a próbálkozások lejárta után.",SRC-008,119,120,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0087,7.2.5,Vezetéstámogató,2,2.75,A rendszerhasználat jelzése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR-ben a rendszerhasználati értesítés nem jelenik meg minden belépési ponton, vagy az elfogadás nem kötelező. Az üzenet tartalma hiányos, nem felel meg a jogi és biztonsági követelményeknek, így a felhasználók nem kapnak megfelelő tájékoztatást a felelősségvállalásról és a használati feltételekről.",SRC-008,120,122,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0088,7.2.6,Vezetéstámogató,2,2.88,Azonosítás vagy hitelesítés nélkül engedélyezett tevékenységek,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,122,122,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0089,7.2.7,Vezetéstámogató,2,2.100,Távoli hozzáférés,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,122,123,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0090,7.2.8,Vezetéstámogató,2,2.108,Vezeték nélküli hozzáférés,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A vezeték nélküli hozzáférések konfigurációs követelményei részlegesen vannak dokumentálva. Nincs egységes engedélyezési eljárás a hozzáférési szabályozás biztosítása érdekében A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, ami veszélyezteti a bizalmasságot. A biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül.",SRC-008,123,124,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0091,7.2.9,Vezetéstámogató,2,2.113,Mobil eszközök hozzáférés-ellenőrzése,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, a biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül. Ez a szervezet hálózati biztonságát és az adatok bizalmasságát veszélyezteti.",SRC-008,124,124,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0092,7.2.10,Vezetéstámogató,2,2.115,Külső elektronikus információs rendszerek használata,Kis mértékű eltérés,Dokumentum,"A külső rendszerekből való hozzáférés bizonyos feltételekkel történik, de a bizalmi kapcsolatok figyelmen kívül hagyása kockázatot hordoz. A tiltott külső rendszerek használatának megakadályozása nem minden esetben biztosított ténylegesen.",SRC-008,124,125,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
